,Party,Sector,Year,CO2 emissions (kt)
3966,Latvia,Waste,2008,0.50546518
3967,Latvia,Waste,2009,0.34026344
3968,Latvia,Waste,2010,0.34130184
3969,Latvia,Waste,2011,0.3437654
3970,Latvia,Waste,2012,0.3228808
3971,Latvia,Waste,2013,0.4274336
3972,Latvia,Waste,2014,0.56263867
3973,Latvia,Waste,2015,0.17950064
3974,Latvia,Waste,2016,0.173125
3975,Latvia,Waste,Last Inventory Year (2017),0.286055
3976,Latvia,Other,1990,NO
3977,Latvia,Other,1991,NO
3978,Latvia,Other,1992,NO
3979,Latvia,Other,1993,NO
3980,Latvia,Other,1994,NO
3981,Latvia,Other,1995,NO
3982,Latvia,Other,1996,NO
3983,Latvia,Other,1997,NO
3984,Latvia,Other,1998,NO
3985,Latvia,Other,1999,NO
3986,Latvia,Other,2000,NO
3987,Latvia,Other,2001,NO
3988,Latvia,Other,2002,NO
3989,Latvia,Other,2003,NO
3990,Latvia,Other,2004,NO
3991,Latvia,Other,2005,NO
3992,Latvia,Other,2006,NO
3993,Latvia,Other,2007,NO
3994,Latvia,Other,2008,NO
3995,Latvia,Other,2009,NO
3996,Latvia,Other,2010,NO
3997,Latvia,Other,2011,NO
3998,Latvia,Other,2012,NO
3999,Latvia,Other,2013,NO
4000,Latvia,Other,2014,NO
4001,Latvia,Other,2015,NO
4002,Latvia,Other,2016,NO
4003,Latvia,Other,Last Inventory Year (2017),NO
4004,Liechtenstein,Energy,1990,198.695364
4005,Liechtenstein,Energy,1991,206.0698806
4006,Liechtenstein,Energy,1992,206.6984988
4007,Liechtenstein,Energy,1993,214.7901644
4008,Liechtenstein,Energy,1994,200.8876036
4009,Liechtenstein,Energy,1995,203.9839982
4010,Liechtenstein,Energy,1996,205.7359971
4011,Liechtenstein,Energy,1997,218.1380773
4012,Liechtenstein,Energy,1998,229.0235943
4013,Liechtenstein,Energy,1999,226.3425037
4014,Liechtenstein,Energy,2000,216.6302006
4015,Liechtenstein,Energy,2001,214.4571532
4016,Liechtenstein,Energy,2002,219.8050009
4017,Liechtenstein,Energy,2003,229.0927551
4018,Liechtenstein,Energy,2004,229.1222286
4019,Liechtenstein,Energy,2005,228.7146784
4020,Liechtenstein,Energy,2006,230.8573249
4021,Liechtenstein,Energy,2007,200.5185318
4022,Liechtenstein,Energy,2008,219.2711623
4023,Liechtenstein,Energy,2009,205.1584764
4024,Liechtenstein,Energy,2010,190.6048783
4025,Liechtenstein,Energy,2011,176.5710105
4026,Liechtenstein,Energy,2012,185.1215252
4027,Liechtenstein,Energy,2013,192.3391042
4028,Liechtenstein,Energy,2014,160.9122233
4029,Liechtenstein,Energy,2015,158.7359681
4030,Liechtenstein,Energy,2016,148.6990181
4031,Liechtenstein,Energy,Last Inventory Year (2017),154.948353
4032,Liechtenstein,Industrial Processes and Product Use,1990,0.200765193
4033,Liechtenstein,Industrial Processes and Product Use,1991,0.188158189
4034,Liechtenstein,Industrial Processes and Product Use,1992,0.180010309
4035,Liechtenstein,Industrial Processes and Product Use,1993,0.173412242
4036,Liechtenstein,Industrial Processes and Product Use,1994,0.161657193
4037,Liechtenstein,Industrial Processes and Product Use,1995,0.157907698
4038,Liechtenstein,Industrial Processes and Product Use,1996,0.159463069
4039,Liechtenstein,Industrial Processes and Product Use,1997,0.169291035
4040,Liechtenstein,Industrial Processes and Product Use,1998,0.157450345
4041,Liechtenstein,Industrial Processes and Product Use,1999,0.165172363
4042,Liechtenstein,Industrial Processes and Product Use,2000,0.168753377
4043,Liechtenstein,Industrial Processes and Product Use,2001,0.152394818
4044,Liechtenstein,Industrial Processes and Product Use,2002,0.148601565
4045,Liechtenstein,Industrial Processes and Product Use,2003,0.195622253
4046,Liechtenstein,Industrial Processes and Product Use,2004,0.202228149
4047,Liechtenstein,Industrial Processes and Product Use,2005,0.198606075
4048,Liechtenstein,Industrial Processes and Product Use,2006,0.185636061
4049,Liechtenstein,Industrial Processes and Product Use,2007,0.193635105
4050,Liechtenstein,Industrial Processes and Product Use,2008,0.178435387
4051,Liechtenstein,Industrial Processes and Product Use,2009,0.140397199
4052,Liechtenstein,Industrial Processes and Product Use,2010,0.149833285
4053,Liechtenstein,Industrial Processes and Product Use,2011,0.144946315
4054,Liechtenstein,Industrial Processes and Product Use,2012,0.137857088
4055,Liechtenstein,Industrial Processes and Product Use,2013,0.143811658
4056,Liechtenstein,Industrial Processes and Product Use,2014,0.143672021
4057,Liechtenstein,Industrial Processes and Product Use,2015,0.137640795
4058,Liechtenstein,Industrial Processes and Product Use,2016,0.135921435
4059,Liechtenstein,Industrial Processes and Product Use,Last Inventory Year (2017),0.136113448
4060,Liechtenstein,Agriculture,1990,0.058307246
4061,Liechtenstein,Agriculture,1991,0.05512209
4062,Liechtenstein,Agriculture,1992,0.055537039
4063,Liechtenstein,Agriculture,1993,0.055637285
4064,Liechtenstein,Agriculture,1994,0.052029516
4065,Liechtenstein,Agriculture,1995,0.04926841
4066,Liechtenstein,Agriculture,1996,0.049503895
4067,Liechtenstein,Agriculture,1997,0.048366548
4068,Liechtenstein,Agriculture,1998,0.042172698
4069,Liechtenstein,Agriculture,1999,0.042849329
4070,Liechtenstein,Agriculture,2000,0.045049231
4071,Liechtenstein,Agriculture,2001,0.044726582
4072,Liechtenstein,Agriculture,2002,0.048281971
4073,Liechtenstein,Agriculture,2003,0.047385688
4074,Liechtenstein,Agriculture,2004,0.045568233
4075,Liechtenstein,Agriculture,2005,0.046007772
4076,Liechtenstein,Agriculture,2006,0.045149076
4077,Liechtenstein,Agriculture,2007,0.044688021
4078,Liechtenstein,Agriculture,2008,0.047010212
4079,Liechtenstein,Agriculture,2009,0.044828049
4080,Liechtenstein,Agriculture,2010,0.042862244
4081,Liechtenstein,Agriculture,2011,0.049489567
4082,Liechtenstein,Agriculture,2012,0.044013877
4083,Liechtenstein,Agriculture,2013,0.042639981
4084,Liechtenstein,Agriculture,2014,0.041335965
4085,Liechtenstein,Agriculture,2015,0.047044291
4086,Liechtenstein,Agriculture,2016,0.042331141
4087,Liechtenstein,Agriculture,Last Inventory Year (2017),0.044300931
4088,Liechtenstein,Land Use LandUse Change and Forestry,1990,6.64089704
4089,Liechtenstein,Land Use LandUse Change and Forestry,1991,-9.42254054
4090,Liechtenstein,Land Use LandUse Change and Forestry,1992,1.700481673
4091,Liechtenstein,Land Use LandUse Change and Forestry,1993,-1.642776436
4092,Liechtenstein,Land Use LandUse Change and Forestry,1994,17.9991238
4093,Liechtenstein,Land Use LandUse Change and Forestry,1995,4.310638813
4094,Liechtenstein,Land Use LandUse Change and Forestry,1996,-4.164312001
4095,Liechtenstein,Land Use LandUse Change and Forestry,1997,7.441379102
4096,Liechtenstein,Land Use LandUse Change and Forestry,1998,-0.4760726
4097,Liechtenstein,Land Use LandUse Change and Forestry,1999,-1.647818845
4098,Liechtenstein,Land Use LandUse Change and Forestry,2000,24.47255472
4099,Liechtenstein,Land Use LandUse Change and Forestry,2001,0.891027588
4100,Liechtenstein,Land Use LandUse Change and Forestry,2002,1.796742341
4101,Liechtenstein,Land Use LandUse Change and Forestry,2003,5.871209843
4102,Liechtenstein,Land Use LandUse Change and Forestry,2004,8.066869039
4103,Liechtenstein,Land Use LandUse Change and Forestry,2005,8.091222452
4104,Liechtenstein,Land Use LandUse Change and Forestry,2006,12.97333225
4105,Liechtenstein,Land Use LandUse Change and Forestry,2007,22.24798127
4106,Liechtenstein,Land Use LandUse Change and Forestry,2008,24.38906813
4107,Liechtenstein,Land Use LandUse Change and Forestry,2009,21.335353
4108,Liechtenstein,Land Use LandUse Change and Forestry,2010,19.84033644
4109,Liechtenstein,Land Use LandUse Change and Forestry,2011,23.63220819
4110,Liechtenstein,Land Use LandUse Change and Forestry,2012,23.88140426
4111,Liechtenstein,Land Use LandUse Change and Forestry,2013,16.19740673
4112,Liechtenstein,Land Use LandUse Change and Forestry,2014,16.08491124
4113,Liechtenstein,Land Use LandUse Change and Forestry,2015,10.63753634
4114,Liechtenstein,Land Use LandUse Change and Forestry,2016,8.782164361
4115,Liechtenstein,Land Use LandUse Change and Forestry,Last Inventory Year (2017),10.12966758
4116,Liechtenstein,Waste,1990,0.013489166
4117,Liechtenstein,Waste,1991,0.013309674
4118,Liechtenstein,Waste,1992,0.014025573
4119,Liechtenstein,Waste,1993,0.013114029
4120,Liechtenstein,Waste,1994,0.008159615
4121,Liechtenstein,Waste,1995,0.008801822
4122,Liechtenstein,Waste,1996,0.008865639
4123,Liechtenstein,Waste,1997,0.009109286
4124,Liechtenstein,Waste,1998,0.009401657
4125,Liechtenstein,Waste,1999,0.00985622
4126,Liechtenstein,Waste,2000,0.010029538
4127,Liechtenstein,Waste,2001,0.010305863
4128,Liechtenstein,Waste,2002,0.010179471
4129,Liechtenstein,Waste,2003,0.010315573
4130,Liechtenstein,Waste,2004,0.010462814
4131,Liechtenstein,Waste,2005,0.010350561
4132,Liechtenstein,Waste,2006,0.010561583
4133,Liechtenstein,Waste,2007,0.010567392
4134,Liechtenstein,Waste,2008,0.010636092
4135,Liechtenstein,Waste,2009,0.010674141
4136,Liechtenstein,Waste,2010,0.010734333
4137,Liechtenstein,Waste,2011,0.010728175
4138,Liechtenstein,Waste,2012,0.0106972
4139,Liechtenstein,Waste,2013,0.010565498
4140,Liechtenstein,Waste,2014,0.010463135
4141,Liechtenstein,Waste,2015,0.010365526
4142,Liechtenstein,Waste,2016,0.010077548
4143,Liechtenstein,Waste,Last Inventory Year (2017),0.010138371
4144,Liechtenstein,Other,1990,NO
4145,Liechtenstein,Other,1991,NO
4146,Liechtenstein,Other,1992,NO
4147,Liechtenstein,Other,1993,NO
4148,Liechtenstein,Other,1994,NO
4149,Liechtenstein,Other,1995,NO
4150,Liechtenstein,Other,1996,NO
4151,Liechtenstein,Other,1997,NO
4152,Liechtenstein,Other,1998,NO
4153,Liechtenstein,Other,1999,NO
4154,Liechtenstein,Other,2000,NO
4155,Liechtenstein,Other,2001,NO
4156,Liechtenstein,Other,2002,NO
4157,Liechtenstein,Other,2003,NO
4158,Liechtenstein,Other,2004,NO
4159,Liechtenstein,Other,2005,NO
4160,Liechtenstein,Other,2006,NO
4161,Liechtenstein,Other,2007,NO
4162,Liechtenstein,Other,2008,NO
4163,Liechtenstein,Other,2009,NO
4164,Liechtenstein,Other,2010,NO
4165,Liechtenstein,Other,2011,NO
4166,Liechtenstein,Other,2012,NO
4167,Liechtenstein,Other,2013,NO
4168,Liechtenstein,Other,2014,NO
4169,Liechtenstein,Other,2015,NO
4170,Liechtenstein,Other,2016,NO
4171,Liechtenstein,Other,Last Inventory Year (2017),NO
4172,Lithuania,Energy,1990,32263.90941
4173,Lithuania,Energy,1991,34367.52913
4174,Lithuania,Energy,1992,19291.80817
4175,Lithuania,Energy,1993,15435.78185
4176,Lithuania,Energy,1994,14492.51019
4177,Lithuania,Energy,1995,13538.50343
4178,Lithuania,Energy,1996,14047.34456
4179,Lithuania,Energy,1997,13605.85329
4180,Lithuania,Energy,1998,14301.62838
4181,Lithuania,Energy,1999,11921.36384
4182,Lithuania,Energy,2000,10395.10403
4183,Lithuania,Energy,2001,11027.28489
4184,Lithuania,Energy,2002,11086.01432
4185,Lithuania,Energy,2003,11061.30062
4186,Lithuania,Energy,2004,11695.49202
4187,Lithuania,Energy,2005,12524.8283
4188,Lithuania,Energy,2006,12595.64504
4189,Lithuania,Energy,2007,12842.51999
4190,Lithuania,Energy,2008,12716.79503
4191,Lithuania,Energy,2009,11576.46507
4192,Lithuania,Energy,2010,12528.27524
4193,Lithuania,Energy,2011,11727.2477
4194,Lithuania,Energy,2012,11702.33601
4195,Lithuania,Energy,2013,11086.0374
4196,Lithuania,Energy,2014,10667.86593
4197,Lithuania,Energy,2015,10617.73447
4198,Lithuania,Energy,2016,10942.35652
4199,Lithuania,Energy,Last Inventory Year (2017),10909.71508
4200,Lithuania,Industrial Processes and Product Use,1990,3487.524497
4201,Lithuania,Industrial Processes and Product Use,1991,3477.017414
4202,Lithuania,Industrial Processes and Product Use,1992,1888.91582
4203,Lithuania,Industrial Processes and Product Use,1993,928.0121644
4204,Lithuania,Industrial Processes and Product Use,1994,1282.978366
4205,Lithuania,Industrial Processes and Product Use,1995,1501.762787
4206,Lithuania,Industrial Processes and Product Use,1996,1660.462086
4207,Lithuania,Industrial Processes and Product Use,1997,1533.59539
4208,Lithuania,Industrial Processes and Product Use,1998,1662.204167
4209,Lithuania,Industrial Processes and Product Use,1999,1531.919084
4210,Lithuania,Industrial Processes and Product Use,2000,1459.17577
4211,Lithuania,Industrial Processes and Product Use,2001,1544.760405
4212,Lithuania,Industrial Processes and Product Use,2002,1575.610091
4213,Lithuania,Industrial Processes and Product Use,2003,1572.590707
4214,Lithuania,Industrial Processes and Product Use,2004,1543.205667
4215,Lithuania,Industrial Processes and Product Use,2005,1625.337641
4216,Lithuania,Industrial Processes and Product Use,2006,1875.285393
4217,Lithuania,Industrial Processes and Product Use,2007,2962.698838
4218,Lithuania,Industrial Processes and Product Use,2008,2473.471506
4219,Lithuania,Industrial Processes and Product Use,2009,1432.10805
4220,Lithuania,Industrial Processes and Product Use,2010,1412.644709
4221,Lithuania,Industrial Processes and Product Use,2011,2548.756456
4222,Lithuania,Industrial Processes and Product Use,2012,2634.042735
4223,Lithuania,Industrial Processes and Product Use,2013,2247.55516
4224,Lithuania,Industrial Processes and Product Use,2014,2384.546648
4225,Lithuania,Industrial Processes and Product Use,2015,2674.203047
4226,Lithuania,Industrial Processes and Product Use,2016,2392.91664
4227,Lithuania,Industrial Processes and Product Use,Last Inventory Year (2017),2686.519001
4228,Lithuania,Agriculture,1990,56.30110664
4229,Lithuania,Agriculture,1991,62.3649172
4230,Lithuania,Agriculture,1992,35.41464804
4231,Lithuania,Agriculture,1993,9.939959583
4232,Lithuania,Agriculture,1994,9.864492724
4233,Lithuania,Agriculture,1995,10.76846683
4234,Lithuania,Agriculture,1996,26.6837342
4235,Lithuania,Agriculture,1997,26.76656363
4236,Lithuania,Agriculture,1998,27.8703462
4237,Lithuania,Agriculture,1999,25.59643825
4238,Lithuania,Agriculture,2000,24.18089175
4239,Lithuania,Agriculture,2001,22.76814663
4240,Lithuania,Agriculture,2002,28.42342007
4241,Lithuania,Agriculture,2003,27.68738551
4242,Lithuania,Agriculture,2004,27.60855102
4243,Lithuania,Agriculture,2005,38.46114979
4244,Lithuania,Agriculture,2006,26.18773688
4245,Lithuania,Agriculture,2007,38.26085086
4246,Lithuania,Agriculture,2008,30.04009052
4247,Lithuania,Agriculture,2009,43.12742549
4248,Lithuania,Agriculture,2010,22.06270008
4249,Lithuania,Agriculture,2011,22.94324314
4250,Lithuania,Agriculture,2012,25.35991734
4251,Lithuania,Agriculture,2013,32.54107841
4252,Lithuania,Agriculture,2014,65.79856908
4253,Lithuania,Agriculture,2015,37.2292155
4254,Lithuania,Agriculture,2016,32.25386052
4255,Lithuania,Agriculture,Last Inventory Year (2017),30.42239279
4256,Lithuania,Land Use LandUse Change and Forestry,1990,-5196.666233
4257,Lithuania,Land Use LandUse Change and Forestry,1991,-5238.16446
4258,Lithuania,Land Use LandUse Change and Forestry,1992,-4893.457993
4259,Lithuania,Land Use LandUse Change and Forestry,1993,-5875.130999
4260,Lithuania,Land Use LandUse Change and Forestry,1994,-5348.763379
4261,Lithuania,Land Use LandUse Change and Forestry,1995,-4081.110504
4262,Lithuania,Land Use LandUse Change and Forestry,1996,1130.738525
4263,Lithuania,Land Use LandUse Change and Forestry,1997,47.0465855
4264,Lithuania,Land Use LandUse Change and Forestry,1998,-7302.282469
4265,Lithuania,Land Use LandUse Change and Forestry,1999,-6444.705173
4266,Lithuania,Land Use LandUse Change and Forestry,2000,-8698.741793
4267,Lithuania,Land Use LandUse Change and Forestry,2001,-6626.203997
4268,Lithuania,Land Use LandUse Change and Forestry,2002,-5621.642225
4269,Lithuania,Land Use LandUse Change and Forestry,2003,-5213.841061
4270,Lithuania,Land Use LandUse Change and Forestry,2004,-4558.383813
4271,Lithuania,Land Use LandUse Change and Forestry,2005,-3864.127126
4272,Lithuania,Land Use LandUse Change and Forestry,2006,-2155.591312
4273,Lithuania,Land Use LandUse Change and Forestry,2007,-4009.938531
4274,Lithuania,Land Use LandUse Change and Forestry,2008,-4654.71505
4275,Lithuania,Land Use LandUse Change and Forestry,2009,-5848.510659
4276,Lithuania,Land Use LandUse Change and Forestry,2010,-9149.862422
4277,Lithuania,Land Use LandUse Change and Forestry,2011,-8969.034029
4278,Lithuania,Land Use LandUse Change and Forestry,2012,-8417.303733
4279,Lithuania,Land Use LandUse Change and Forestry,2013,-7959.816962
4280,Lithuania,Land Use LandUse Change and Forestry,2014,-6635.50472
4281,Lithuania,Land Use LandUse Change and Forestry,2015,-4047.028704
4282,Lithuania,Land Use LandUse Change and Forestry,2016,-6210.01963
4283,Lithuania,Land Use LandUse Change and Forestry,Last Inventory Year (2017),-5485.486909
4284,Lithuania,Waste,1990,2.65931973
4285,Lithuania,Waste,1991,2.65931973
4286,Lithuania,Waste,1992,0.741874763
4287,Lithuania,Waste,1993,2.140701194
4288,Lithuania,Waste,1994,0.657467001
4289,Lithuania,Waste,1995,2.509583381
4290,Lithuania,Waste,1996,0.852584624
4291,Lithuania,Waste,1997,0.854245413
4292,Lithuania,Waste,1998,0.943077355
4293,Lithuania,Waste,1999,0.409218532
4294,Lithuania,Waste,2000,1.133955717
4295,Lithuania,Waste,2001,1.541986783
4296,Lithuania,Waste,2002,1.382938058
4297,Lithuania,Waste,2003,3.698458683
4298,Lithuania,Waste,2004,1.911490075
4299,Lithuania,Waste,2005,3.60080105
4300,Lithuania,Waste,2006,3.28644525
4301,Lithuania,Waste,2007,0.660024292
4302,Lithuania,Waste,2008,0.641470317
4303,Lithuania,Waste,2009,0.7000961
4304,Lithuania,Waste,2010,1.463174075
4305,Lithuania,Waste,2011,4.449636858
4306,Lithuania,Waste,2012,1.024186167
4307,Lithuania,Waste,2013,0.771653392
4308,Lithuania,Waste,2014,1.955262925
4309,Lithuania,Waste,2015,5.7214333
4310,Lithuania,Waste,2016,0.639181858
4311,Lithuania,Waste,Last Inventory Year (2017),1.262218283
4312,Lithuania,Other,1990,NO
4313,Lithuania,Other,1991,NO
4314,Lithuania,Other,1992,NO
4315,Lithuania,Other,1993,NO
4316,Lithuania,Other,1994,NO
4317,Lithuania,Other,1995,NO
4318,Lithuania,Other,1996,NO
4319,Lithuania,Other,1997,NO
4320,Lithuania,Other,1998,NO
4321,Lithuania,Other,1999,NO
4322,Lithuania,Other,2000,NO
4323,Lithuania,Other,2001,NO
4324,Lithuania,Other,2002,NO
4325,Lithuania,Other,2003,NO
4326,Lithuania,Other,2004,NO
4327,Lithuania,Other,2005,NO
4328,Lithuania,Other,2006,NO
4329,Lithuania,Other,2007,NO
4330,Lithuania,Other,2008,NO
4331,Lithuania,Other,2009,NO
4332,Lithuania,Other,2010,NO
4333,Lithuania,Other,2011,NO
4334,Lithuania,Other,2012,NO
4335,Lithuania,Other,2013,NO
4336,Lithuania,Other,2014,NO
4337,Lithuania,Other,2015,NO
4338,Lithuania,Other,2016,NO
4339,Lithuania,Other,Last Inventory Year (2017),NO
4340,Luxembourg,Energy,1990,10217.29098
4341,Luxembourg,Energy,1991,10913.78711
4342,Luxembourg,Energy,1992,10736.60063
4343,Luxembourg,Energy,1993,10902.88059
4344,Luxembourg,Energy,1994,10186.03104
4345,Luxembourg,Energy,1995,8154.202154
4346,Luxembourg,Energy,1996,8259.228455
4347,Luxembourg,Energy,1997,7725.183703
4348,Luxembourg,Energy,1998,7005.804974
4349,Luxembourg,Energy,1999,7423.239531
4350,Luxembourg,Energy,2000,7984.624825
4351,Luxembourg,Energy,2001,8535.256808
4352,Luxembourg,Energy,2002,9293.868151
4353,Luxembourg,Energy,2003,9820.3384
4354,Luxembourg,Energy,2004,11142.02641
4355,Luxembourg,Energy,2005,11428.80514
4356,Luxembourg,Energy,2006,11207.83527
4357,Luxembourg,Energy,2007,10611.5623
4358,Luxembourg,Energy,2008,10536.22917
4359,Luxembourg,Energy,2009,10059.25819
4360,Luxembourg,Energy,2010,10602.27337
4361,Luxembourg,Energy,2011,10483.14374
4362,Luxembourg,Energy,2012,10279.18428
4363,Luxembourg,Energy,2013,9747.453294
4364,Luxembourg,Energy,2014,9264.81675
4365,Luxembourg,Energy,2015,8778.513094
4366,Luxembourg,Energy,2016,8498.502356
4367,Luxembourg,Energy,Last Inventory Year (2017),8659.443455
4368,Luxembourg,Industrial Processes and Product Use,1990,1630.188039
4369,Luxembourg,Industrial Processes and Product Use,1991,1551.827597
4370,Luxembourg,Industrial Processes and Product Use,1992,1480.694776
4371,Luxembourg,Industrial Processes and Product Use,1993,1457.422439
4372,Luxembourg,Industrial Processes and Product Use,1994,1364.634835
4373,Luxembourg,Industrial Processes and Product Use,1995,1004.432966
4374,Luxembourg,Industrial Processes and Product Use,1996,948.3590814
4375,Luxembourg,Industrial Processes and Product Use,1997,838.7966737
4376,Luxembourg,Industrial Processes and Product Use,1998,678.635735
4377,Luxembourg,Industrial Processes and Product Use,1999,716.0086461
4378,Luxembourg,Industrial Processes and Product Use,2000,741.9318865
4379,Luxembourg,Industrial Processes and Product Use,2001,684.3371775
4380,Luxembourg,Industrial Processes and Product Use,2002,701.6897869
4381,Luxembourg,Industrial Processes and Product Use,2003,646.1901046
4382,Luxembourg,Industrial Processes and Product Use,2004,704.0402504
4383,Luxembourg,Industrial Processes and Product Use,2005,676.2333382
4384,Luxembourg,Industrial Processes and Product Use,2006,726.8210538
4385,Luxembourg,Industrial Processes and Product Use,2007,717.6347245
4386,Luxembourg,Industrial Processes and Product Use,2008,659.9715436
4387,Luxembourg,Industrial Processes and Product Use,2009,588.6066945
4388,Luxembourg,Industrial Processes and Product Use,2010,611.2669885
4389,Luxembourg,Industrial Processes and Product Use,2011,624.6748944
4390,Luxembourg,Industrial Processes and Product Use,2012,562.8265583
4391,Luxembourg,Industrial Processes and Product Use,2013,543.2458871
4392,Luxembourg,Industrial Processes and Product Use,2014,553.7349937
4393,Luxembourg,Industrial Processes and Product Use,2015,545.6372379
4394,Luxembourg,Industrial Processes and Product Use,2016,571.3400751
4395,Luxembourg,Industrial Processes and Product Use,Last Inventory Year (2017),576.6293244
4396,Luxembourg,Agriculture,1990,0.25571
4397,Luxembourg,Agriculture,1991,0.456906667
4398,Luxembourg,Agriculture,1992,0.658103333
4399,Luxembourg,Agriculture,1993,1.024833333
4400,Luxembourg,Agriculture,1994,1.4872
4401,Luxembourg,Agriculture,1995,1.2155
4402,Luxembourg,Agriculture,1996,1.0725
4403,Luxembourg,Agriculture,1997,1.5873
4404,Luxembourg,Agriculture,1998,2.190283333
4405,Luxembourg,Agriculture,1999,1.220266667
4406,Luxembourg,Agriculture,2000,2.0449
4407,Luxembourg,Agriculture,2001,2.478666667
4408,Luxembourg,Agriculture,2002,3.146
4409,Luxembourg,Agriculture,2003,3.050666667
4410,Luxembourg,Agriculture,2004,2.621666667
4411,Luxembourg,Agriculture,2005,4.2328
4412,Luxembourg,Agriculture,2006,3.3033
4413,Luxembourg,Agriculture,2007,3.336666667
4414,Luxembourg,Agriculture,2008,3.098333333
4415,Luxembourg,Agriculture,2009,4.413933333
4416,Luxembourg,Agriculture,2010,3.813333333
4417,Luxembourg,Agriculture,2011,5.291
4418,Luxembourg,Agriculture,2012,5.481666667
4419,Luxembourg,Agriculture,2013,6.292
4420,Luxembourg,Agriculture,2014,6.673333333
4421,Luxembourg,Agriculture,2015,6.768666667
4422,Luxembourg,Agriculture,2016,6.149
4423,Luxembourg,Agriculture,Last Inventory Year (2017),7.388333333
4424,Luxembourg,Land Use LandUse Change and Forestry,1990,103.2335512
4425,Luxembourg,Land Use LandUse Change and Forestry,1991,-191.8389496
4426,Luxembourg,Land Use LandUse Change and Forestry,1992,-542.2274968
4427,Luxembourg,Land Use LandUse Change and Forestry,1993,-643.2782553
4428,Luxembourg,Land Use LandUse Change and Forestry,1994,-441.6023014
4429,Luxembourg,Land Use LandUse Change and Forestry,1995,-551.1883489
4430,Luxembourg,Land Use LandUse Change and Forestry,1996,-594.0446871
4431,Luxembourg,Land Use LandUse Change and Forestry,1997,-681.9634744
4432,Luxembourg,Land Use LandUse Change and Forestry,1998,-558.6788636
4433,Luxembourg,Land Use LandUse Change and Forestry,1999,-662.549382
4434,Luxembourg,Land Use LandUse Change and Forestry,2000,-692.5027161
4435,Luxembourg,Land Use LandUse Change and Forestry,2001,-703.2118856
4436,Luxembourg,Land Use LandUse Change and Forestry,2002,-704.7545222
4437,Luxembourg,Land Use LandUse Change and Forestry,2003,-665.0098044
4438,Luxembourg,Land Use LandUse Change and Forestry,2004,-669.0672847
4439,Luxembourg,Land Use LandUse Change and Forestry,2005,-620.571277
4440,Luxembourg,Land Use LandUse Change and Forestry,2006,-533.2228959
4441,Luxembourg,Land Use LandUse Change and Forestry,2007,-448.1727081
4442,Luxembourg,Land Use LandUse Change and Forestry,2008,-464.7531757
4443,Luxembourg,Land Use LandUse Change and Forestry,2009,-440.2088188
4444,Luxembourg,Land Use LandUse Change and Forestry,2010,-105.1197466
4445,Luxembourg,Land Use LandUse Change and Forestry,2011,-236.319953
4446,Luxembourg,Land Use LandUse Change and Forestry,2012,-327.9478013
4447,Luxembourg,Land Use LandUse Change and Forestry,2013,-514.6863302
4448,Luxembourg,Land Use LandUse Change and Forestry,2014,-429.9171898
4449,Luxembourg,Land Use LandUse Change and Forestry,2015,-374.9892624
4450,Luxembourg,Land Use LandUse Change and Forestry,2016,-464.3412755
4451,Luxembourg,Land Use LandUse Change and Forestry,Last Inventory Year (2017),-355.3364126
4452,Luxembourg,Waste,1990,"NO,IE,NA"
4453,Luxembourg,Waste,1991,"NO,IE,NA"
4454,Luxembourg,Waste,1992,"NO,IE,NA"
4455,Luxembourg,Waste,1993,"NO,IE,NA"
4456,Luxembourg,Waste,1994,"NO,IE,NA"
4457,Luxembourg,Waste,1995,"NO,IE,NA"
4458,Luxembourg,Waste,1996,"NO,IE,NA"
4459,Luxembourg,Waste,1997,"NO,IE,NA"
4460,Luxembourg,Waste,1998,"NO,IE,NA"
4461,Luxembourg,Waste,1999,"NO,IE,NA"
4462,Luxembourg,Waste,2000,"NO,IE,NA"
4463,Luxembourg,Waste,2001,"NO,IE,NA"
4464,Luxembourg,Waste,2002,"NO,IE,NA"
4465,Luxembourg,Waste,2003,"NO,IE,NA"
4466,Luxembourg,Waste,2004,"NO,IE,NA"
4467,Luxembourg,Waste,2005,"NO,IE,NA"
4468,Luxembourg,Waste,2006,"NO,IE,NA"
4469,Luxembourg,Waste,2007,"NO,IE,NA"
4470,Luxembourg,Waste,2008,"NO,IE,NA"
4471,Luxembourg,Waste,2009,"NO,IE,NA"
4472,Luxembourg,Waste,2010,"NO,IE,NA"
4473,Luxembourg,Waste,2011,"NO,IE,NA"
4474,Luxembourg,Waste,2012,"NO,IE,NA"
4475,Luxembourg,Waste,2013,"NO,IE,NA"
4476,Luxembourg,Waste,2014,"NO,IE,NA"
4477,Luxembourg,Waste,2015,"NO,IE,NA"
4478,Luxembourg,Waste,2016,"NO,IE,NA"
4479,Luxembourg,Waste,Last Inventory Year (2017),"NO,IE,NA"
4480,Luxembourg,Other,1990,NO
4481,Luxembourg,Other,1991,NO
4482,Luxembourg,Other,1992,NO
4483,Luxembourg,Other,1993,NO
4484,Luxembourg,Other,1994,NO
4485,Luxembourg,Other,1995,NO
4486,Luxembourg,Other,1996,NO
4487,Luxembourg,Other,1997,NO
4488,Luxembourg,Other,1998,NO
4489,Luxembourg,Other,1999,NO
4490,Luxembourg,Other,2000,NO
4491,Luxembourg,Other,2001,NO
4492,Luxembourg,Other,2002,NO
4493,Luxembourg,Other,2003,NO
4494,Luxembourg,Other,2004,NO
